label,sentence
sehr freundlich,"Hey, freut mich, dich zu treffen! Zeig mir deine Waren."
sehr freundlich,"Hallo, mein freundlicher Händler! Was hast du heute für mich?"
sehr freundlich,Guten Tag! Ich bin auf der Suche nach interessanten Deals.
sehr freundlich,Hallo! Welche Schätze hast du heute für mich?
sehr freundlich,"Hey, wie geht es meinem liebsten Villager?"
sehr freundlich,"Guten Morgen, mein geschätzter Villager! Zeig mir deine Waren."
sehr freundlich,"Hallo! Ich bin bereit für ein paar gute Deals, du auch?"
sehr freundlich,"Hey, ich freue mich auf unsere Geschäfte! Was gibt's Neues?"
sehr freundlich,"Hallo, mein treuer Händler! Lass uns handeln."
sehr freundlich,Guten Tag! Hast du etwas Besonderes für mich?
sehr freundlich,"Hallo! Ich hoffe, deine Kisten sind voll mit Schätzen."
sehr freundlich,"Hey, ich bin bereit für neuen Handel! Bist du es auch?"
sehr freundlich,Guten Morgen! Was hast du heute für mich vorbereitet?
sehr freundlich,"Hallo, mein lieber Villager! Zeig mir deine besten Angebote."
sehr freundlich,Guten Tag! Ich freue mich auf unsere Geschäfte.
sehr freundlich,Hallo! Wie kann ich dir heute helfen?
sehr freundlich,"Hey, lieber Villager! Ich bin bereit für neue Abenteuer."
sehr freundlich,"Guten Morgen! Zeig mir, was du zu bieten hast."
sehr freundlich,"Hallo, mein freundlicher Händler! Lass uns handeln."
sehr freundlich,"Guten Tag! Ich hoffe, du hast tolle Angebote für mich."
neutral,"Hallo, wie geht es dir?"
neutral,"Kannst du mir sagen, wo ich Rohstoffe finde?"
neutral,Hast du schon lange hier gelebt?
neutral,Bist du ein Händler oder ein Handwerker?
neutral,Wie kann ich dir helfen?
neutral,Ist hier in der Nähe ein Dorf?
neutral,Hast du schon Abenteuer erlebt?
neutral,Was hältst du von den neuen Updates?
neutral,Gibt es hier besondere Sehenswürdigkeiten?
neutral,"Kannst du mir Tipps geben, wie ich mich vor Monstern schützen kann?"
neutral,Hast du schon von der Legende des verlorenen Schatzes gehört?
neutral,Wie gestaltest du deine Freizeit hier?
neutral,Bist du ein Fan von Redstone-Technologien?
neutral,"Kannst du mir zeigen, wie ich einen Zaubertrank braue?"
neutral,"Gibt es in der Nähe eine Mine, die du empfehlen kannst?"
neutral,Wie findest du die Idee einer Handelskarawane zwischen den Dörfern?
neutral,Hast du schon einmal die End dimension besucht?
neutral,Welche Pflanzen wachsen am besten hier?
neutral,Magst du lieber den Tag oder die Nacht?
neutral,Welches Gebäude in deinem Dorf beeindruckt dich am meisten?
neutral,"Kannst du mir erklären, wie ich eine Falle für Monster baue?"
neutral,Hast du schon den Wither besiegt?
neutral,Gibt es hier einen besonderen Ort für Sonnenaufgänge?
neutral,Was denkst du über die Idee einer Dorfolympiade?
neutral,Hast du eine Lieblingsbeschäftigung in deiner Freizeit?
unfreundlich,"Hey {P7}, deine Trades sind echt schlecht!"
unfreundlich,"Du {P3}, zeig mir endlich was Vernünftiges!"
unfreundlich,"Hey {P5}, deine Preise sind völlig überzogen!"
unfreundlich,"Du {P9}, du solltest dich schämen für diese Angebote!"
unfreundlich,"Hey {P6}, deine Waren sind absolut unbrauchbar!"
unfreundlich,"Du {P8}, ich habe besseres erwartet von dir!"
unfreundlich,"Hey {P2}, deine Handelsmöglichkeiten sind ein Witz!"
unfreundlich,"Du {P13}, mach endlich mal vernünftige Geschäfte!"
unfreundlich,"Hey {P1}, deine Auswahl ist einfach lächerlich!"
unfreundlich,"Du {P4}, deine Waren sind total minderwertig!"
unfreundlich,"Hey {P10}, ich kann nicht glauben, dass du so schlechte Sachen anbietest!"
unfreundlich,"Du {P11}, deine Preise sind Wucher!"
unfreundlich,"Hey {P12}, du bist der schlechteste Händler, den ich je gesehen habe!"
unfreundlich,"Du {P5}, gib mir bessere Trades!"
unfreundlich,"Hey {P3}, deine Auswahl ist ein echter Reinfall!"
unfreundlich,"Du {P9}, deine Handelswaren sind absolut nutzlos!"
unfreundlich,"Hey {P7}, deine Angebote sind ein Witz!"
unfreundlich,"Du {P6}, deine Waren sind Schrott!"
unfreundlich,"Hey {P8}, deine Preise sind jenseits von Gut und Böse!"
unfreundlich,"Du {P2}, ich kann nicht glauben, dass du so einen Mist anbietest!"
unfreundlich,"Hey {P1}, ich habe schon bessere Deals mit Schafen gemacht!"
unfreundlich,"Du {P4}, deine Waren sind absolut nicht zu gebrauchen!"
unfreundlich,"Hey {P10}, deine Handelsposten sind eine reine Enttäuschung!"
unfreundlich,"Du {P12}, du bist der schlechteste Händler in der ganzen Stadt!"
sehr freundlich,"Hallo lieber Villager, wie geht es dir?"
sehr freundlich,Gibt es heute besondere Angebote bei dir?
sehr freundlich,"Danke, dass du immer so geduldig mit mir bist!"
sehr freundlich,"Könntest du mir vielleicht einen Tipp geben, welcher Trade sich lohnt?"
sehr freundlich,Hallo! Deine Handelsangebote sind wirklich klasse.
sehr freundlich,"Wie war dein Tag bisher, lieber Villager?"
sehr freundlich,Ich schätze deine Hilfe wirklich sehr.
sehr freundlich,"Könntest du mir bitte zeigen, was du heute anzubieten hast?"
sehr freundlich,"Ich freue mich immer, wenn ich dich sehe, lieber Villager!"
sehr freundlich,"Danke, dass du immer so freundlich bist!"
sehr freundlich,Hallo! Hast du neue Waren bekommen?
sehr freundlich,"Es ist immer schön, mit dir zu handeln."
sehr freundlich,"Kannst du mir dabei helfen, meine Vorräte aufzustocken?"
sehr freundlich,"Hallo, lieber Villager! Dein Lächeln macht meinen Tag besser."
sehr freundlich,Deine Trades sind wirklich eine Bereicherung für mich!
sehr freundlich,"Ich bin dankbar, dass du immer für mich da bist."
sehr freundlich,"Hallo! Ich hoffe, es geht dir gut."
sehr freundlich,"Danke, dass du dir Zeit für mich nimmst."
sehr freundlich,"Deine Handelsangebote sind wirklich top, lieber Villager!"
sehr freundlich,"Es ist toll, mit dir Geschäfte zu machen."
sehr freundlich,Hallo! Du machst meinen Tag immer besser.
sehr freundlich,Könntest du mir bitte etwas über deine Waren erzählen?
sehr freundlich,"Ich schätze deine Gesellschaft sehr, lieber Villager."
sehr freundlich,"Danke, dass du hier bist und mir immer weiterhilfst."
sehr freundlich,"Hallo! Ich freue mich darauf, mit dir zu handeln."
neutral,"Hallo, wie geht es dir?"
neutral,"Kannst du mir sagen, wo ich hier etwas zu essen finde?"
neutral,Hast du schon mal ein Enderman gesehen?
neutral,Welche Materialien benötige ich für einen Bogen?
neutral,"Gibt es hier in der Nähe eine Höhle, die unerforscht ist?"
neutral,Könntest du mir beim Bau einer Falle helfen?
neutral,Hast du Tipps für den Kampf gegen Skelette?
neutral,"Wie lange dauert es, bis eine Ernte bereit ist?"
neutral,Welche Rüstung empfiehlst du für den Nether?
neutral,Hast du schon mal ein Dorf entdeckt?
neutral,"Kannst du mir sagen, wie ich an Redstone komme?"
neutral,Welche Tiere kann ich zähmen?
neutral,Wie kann ich meine Werkzeuge reparieren?
neutral,Welche Tränke sind im Kampf besonders nützlich?
neutral,Gibt es hier in der Nähe einen Eichenwald?
neutral,Kannst du mir beim Bau eines Hauses helfen?
neutral,Welche Blöcke eignen sich am besten für den Bau einer Brücke?
neutral,Wie kann ich einen verzauberten Gegenstand bekommen?
neutral,Welche Pflanzen kann ich anbauen?
neutral,Hast du schon mal gegen einen Enderdrachen gekämpft?
neutral,"Kannst du mir sagen, wie ich eine Schatzkarte finde?"
neutral,Welche Werkzeuge sind am effektivsten gegen Erz?
neutral,"Gibt es hier in der Nähe eine Mine, die noch nicht erforscht ist?"
neutral,Wie kann ich eine Truhe sichern?
neutral,Hast du Tipps für den Handel mit Dorfbewohnern?
unfreundlich,"Hey {P8}, deine Trades sind absolut lächerlich!"
unfreundlich,"Was soll der Mist, {P4}?"
unfreundlich,"Ich will keine Geschichten, {P2}, sondern nur Antworten!"
unfreundlich,"Du bist so langsam, {P7}!"
unfreundlich,"Hey {P11}, beeil dich mal ein bisschen!"
unfreundlich,"Was hast du denn für einen Job, {P3}?"
unfreundlich,"Kannst du überhaupt irgendwas Nützliches, {P10}?"
unfreundlich,"Deine Preise sind viel zu hoch, {P1}!"
unfreundlich,"Mach schon, {P5}, und komm zur Sache!"
unfreundlich,"Diese Qualität ist wirklich unterirdisch, {P6}!"
unfreundlich,"Du bist ja ein richtiger Versager, {P13}!"
unfreundlich,"{P9}, du bist ja schlimmer als nutzlos!"
unfreundlich,"Was stimmt nicht mit dir, {P12}?"
unfreundlich,"Kannst du überhaupt etwas Vernünftiges tun, {P3}?"
unfreundlich,"Ich hab echt genug von deiner Inkompetenz, {P9}!"
unfreundlich,"Was ist dein Problem, {P2}?"
unfreundlich,"Mach schon, {P8}, und beeil dich ein bisschen!"
unfreundlich,"Hör auf mit deinem Unsinn, {P4}!"
unfreundlich,"Kannst du mich überhaupt verstehen, {P10}?"
unfreundlich,"{P1}, du bist wirklich eine Enttäuschung!"
unfreundlich,"{P6}, geh mir aus dem Weg!"
unfreundlich,"{P7}, du bist ja noch langsamer als eine Schnecke!"
unfreundlich,"Mach schon, {P5}, und zeig mir vernünftige Trades!"
unfreundlich,"Was zur Hölle ist dein Problem, {P12}?"
unfreundlich,"Hey {P11}, wie oft soll ich noch nachfragen?"
sehr freundlich,"Hey lieber Villager, wie geht es dir heute?"
sehr freundlich,"Könntest du mir bitte verraten, welche Items du im Angebot hast?"
sehr freundlich,"Guten Tag! Hast du Lust, mit mir zu handeln?"
sehr freundlich,Hallo! Deine Robe sieht wirklich schick aus.
sehr freundlich,"Ich hoffe, du hast einen schönen Tag, lieber Villager."
sehr freundlich,"Hey, ich schätze deine Handelsangebote sehr."
sehr freundlich,Guten Morgen! Bist du bereit für ein Geschäft?
sehr freundlich,Hallo! Dein Dorf ist wirklich hübsch.
sehr freundlich,"Hey netter Villager, ich freue mich, dich zu sehen!"
sehr freundlich,Guten Tag! Deine Handelsstation gefällt mir.
sehr freundlich,"Hallo, wie kann ich dir heute helfen?"
sehr freundlich,Hey! Ich bewundere deine Fähigkeiten im Handel.
sehr freundlich,"Guten Morgen, lieber Villager! Welche Schätze hast du heute für mich?"
sehr freundlich,Hallo! Deine Gastfreundschaft ist wirklich lobenswert.
sehr freundlich,"Hey, ich wollte mich für deine Geduld bedanken."
sehr freundlich,"Guten Tag! Ich hoffe, du hast genügend Vorräte zum Handeln."
sehr freundlich,"Hallo, netter Villager! Dein Lächeln bringt mich zum Strahlen."
sehr freundlich,Hey! Deine Handelswaren sind wirklich von hoher Qualität.
sehr freundlich,Guten Morgen! Würdest du gerne etwas tauschen?
sehr freundlich,"Hallo, lieber Villager! Ich schätze deine Gesellschaft sehr."
sehr freundlich,Hey! Deine Freundlichkeit macht meinen Tag besser.
sehr freundlich,Guten Tag! Bist du bereit für einen Handel?
sehr freundlich,"Hallo, netter Villager! Deine Handelsangebote sind unschlagbar."
sehr freundlich,Hey! Deine Professionalität im Handel beeindruckt mich.
sehr freundlich,"Guten Morgen! Es ist immer eine Freude, mit dir zu handeln."
neutral,"Kannst du mir sagen, wo ich hier die Schmiede finde?"
neutral,Brauchst du Hilfe bei irgendetwas?
neutral,Hast du schon mal einen Enderdrachen besiegt?
neutral,Wie lange lebst du schon hier im Dorf?
neutral,Gibt es hier in der Nähe einen Wald?
neutral,Ist es hier sicher in der Nacht?
neutral,Kannst du mir etwas über die Geschichte dieses Dorfes erzählen?
neutral,Wissen die Dorfbewohner hier viel über Redstone?
neutral,Hast du schon mal einen Schatz gefunden?
neutral,Wie gefällt es dir hier im Dorf zu leben?
neutral,"Hast du Tipps, wie man sich vor Creepern schützen kann?"
neutral,Gibt es hier einen Händler für Pferde?
neutral,"Kannst du mir sagen, wo ich hier Nahrung finden kann?"
neutral,Welche Bauwerke sind hier im Dorf besonders sehenswert?
neutral,Bist du der Anführer dieses Dorfes?
neutral,Hast du schon mal eine Höhle erforscht?
neutral,"Ist es schwer, hier als neuer Bewohner Fuß zu fassen?"
neutral,Hast du schon mal einen Diamanten gefunden?
neutral,Gibt es hier eine Bibliothek mit nützlichen Büchern?
neutral,"Kannst du mir sagen, wo ich hier übernachten kann?"
neutral,Hast du gute Angelplätze in der Nähe entdeckt?
neutral,Wissen die Dorfbewohner viel über die umliegende Landschaft?
neutral,Hast du schon mal eine Festung der Unterwelt betreten?
neutral,Ist hier in der Gegend ein Zauberer bekannt?
neutral,Welche Pflanzen wachsen hier besonders gut?
unfreundlich,"Hey {P6}, deine Trades sind absolut lächerlich!"
unfreundlich,"Zeig mir endlich deine Waren, {P1}!"
unfreundlich,"Du {P12}, ich will nur handeln, also beeil dich!"
unfreundlich,"Wie lange kannst du mich noch warten lassen, {P5}?"
unfreundlich,"Deine Preise sind völlig überhöht, {P2}!"
unfreundlich,"Mach schon, {P7}, zeig mir was du hast!"
unfreundlich,"Ich hab keine Geduld für dich, {P3}!"
unfreundlich,"Was soll der Blödsinn, {P9}?"
unfreundlich,"Sag mir endlich was du zu bieten hast, {P4}!"
unfreundlich,"Ich hab keinen Nerv für deine Spielchen, {P13}!"
unfreundlich,"Deine Handelswaren sind absoluter Schrott, {P8}!"
unfreundlich,"Was soll das Theater, {P10}?"
unfreundlich,"Hey {P11}, ich will hier nicht ewig warten!"
sehr freundlich,"Hallo lieber Villager, hast du neue Waren im Angebot?"
sehr freundlich,Guten Tag! Wie geht es dir heute?
sehr freundlich,Ich schätze deine Handelsmöglichkeiten sehr.
sehr freundlich,"Hey, freut mich dich zu sehen! Was gibt es Neues bei dir?"
sehr freundlich,Hallo! Deine Trades sind wirklich hilfreich.
sehr freundlich,Schönen Tag! Kannst du mir etwas Interessantes anbieten?
sehr freundlich,"Hallo freundlicher Villager! Ich hoffe, es geht dir gut."
sehr freundlich,Guten Morgen! Deine Waren sind immer von hoher Qualität.
sehr freundlich,Hallo! Deine Handelsbereitschaft ist wirklich lobenswert.
sehr freundlich,"Hey, ich mag deine Auswahl an Waren. Danke!"
sehr freundlich,Hallo freundlicher NPC! Bist du bereit für ein Geschäft?
sehr freundlich,Guten Tag! Welche neuen Trades hast du heute für mich?
sehr freundlich,Hallo! Du bist wirklich ein großartiger Handelspartner.
sehr freundlich,"Hey, freut mich dich zu treffen! Deine Trades sind top."
sehr freundlich,Hallo lieber Villager! Hast du etwas Besonderes für mich?
sehr freundlich,Guten Tag! Deine Waren sind immer eine Bereicherung.
sehr freundlich,Hallo! Ich schätze deine Handelsbereitschaft sehr.
sehr freundlich,Guten Morgen! Deine Geschäfte machen immer Freude.
sehr freundlich,Hallo freundlicher NPC! Deine Trades sind wirklich klasse.
sehr freundlich,"Hey, freut mich dich zu sehen! Was hast du heute im Angebot?"
sehr freundlich,Hallo! Deine Handelsmöglichkeiten sind wirklich vielfältig.
sehr freundlich,Schönen Tag! Kannst du mir etwas Besonderes zeigen?
sehr freundlich,Hallo freundlicher Villager! Ich schätze deine Waren sehr.
sehr freundlich,Guten Morgen! Du bist wirklich ein großartiger Handelspartner.
sehr freundlich,Hallo! Danke für deine großartigen Handelsmöglichkeiten.
neutral,Wie groß ist dein Dorf hier?
neutral,Hast du schon lange hier gewohnt?
neutral,"Kannst du mir sagen, wo ich hier Rohstoffe finde?"
neutral,Bist du hier der Anführer?
neutral,Gibt es hier besondere Schätze zu entdecken?
neutral,Welche Gefahren lauern in dieser Gegend?
neutral,Wie viele Bewohner leben hier insgesamt?
neutral,"Kannst du mir helfen, eine bestimmte Person zu finden?"
neutral,Hast du schon von anderen Dörfern in der Nähe gehört?
neutral,Welche Pflanzen wachsen hier besonders gut?
neutral,"Gibt es hier eine Schmiede, in der ich meine Werkzeuge verbessern kann?"
neutral,Wie gestaltet sich das Verhältnis zu den umliegenden Dörfern?
neutral,Hast du einen Lieblingsplatz hier im Dorf?
neutral,Wie ist das Verhältnis zu den umliegenden Monsterspawns?
neutral,"Kannst du mir erklären, wie ich am besten Nahrung finde?"
neutral,Gibt es hier eine Bibliothek mit wertvollen Büchern?
neutral,Hast du schon von einem nahegelegenen Tempel gehört?
neutral,Wie sind die Handelsbeziehungen zu anderen Dörfern?
neutral,Könntest du mir den Weg zum nächsten Händler zeigen?
neutral,"Gibt es hier besondere Regeln oder Gesetze, an die ich mich halten sollte?"
neutral,"Was hältst du von der Idee, das Dorf weiter auszubauen?"
neutral,Kannst du mir etwas über die Geschichte dieses Ortes erzählen?
neutral,Hast du schon von einem nahegelegenen Dungeon gehört?
neutral,Wie ist das Verhältnis zu den umliegenden Tieren?
neutral,"Könntest du mir ein paar Tipps geben, wie ich mich hier am besten zurechtfinde?"
unfreundlich,"Hey {P1}, deine Trades sind wirklich schlecht!"
unfreundlich,"Du {P2}, warum bist du so nutzlos?"
unfreundlich,"Ich will bessere Angebote, {P3}!"
unfreundlich,"Geh mir aus dem Weg, {P4}!"
unfreundlich,"Du bist wirklich ein {P5}, {P6}!"
unfreundlich,"Warum bist du so unfähig, {P7}?"
unfreundlich,"Mach deine Arbeit besser, {P8}!"
unfreundlich,"Ich hole mir bessere Items von jemand anderem, {P9}!"
unfreundlich,"{P10}, du bist der schlechteste Händler überhaupt!"
unfreundlich,"{P11}, sag mir endlich was ich wissen will!"
unfreundlich,"Ich kann dich nicht ausstehen, {P12}!"
unfreundlich,"Du {P13}, verpiss dich aus meinem Dorf!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,"Schön, dich hier zu sehen, lieber Bewohner!"
sehr freundlich,Kannst du mir vielleicht ein paar nützliche Items anbieten?
sehr freundlich,"Deine Trades sind immer so hilfreich, vielen Dank!"
sehr freundlich,Hast du schon etwas Interessantes entdeckt in der Umgebung?
sehr freundlich,"Guten Tag, freundlicher NPC! Was gibt es Neues bei dir?"
sehr freundlich,"Ich schätze deine freundliche Art, lieber Villager!"
sehr freundlich,"Danke, dass du immer so geduldig mit mir bist!"
